Year,Month_of_Year,Day_of_Week,Time_of_Day,Lignite_Gen(MW),FossilGas_Gen(MW),Solar_Gen(MW),Wind_Gen(MW),Total_Load(MW),Import_Export(MW)
2017,1,3,23,1528.0,1876.0,0,1335.0,6720.0,1981.0
2017,1,3,24,2492.0,2428.0,0,102.0,5425.0,403.0
2017,1,4,1,2249.0,2675.0,0,1213.0,5667.0,-470.0
2017,1,4,2,1448.0,2409.0,0,1265.0,4936.0,-186.0
2017,1,4,3,1323.0,1108.0,0,1213.0,5153.0,1509.0
2017,1,4,4,1471.0,691.0,0,92.0,5025.0,2771.0
2017,1,4,5,1883.0,1543.0,0,674.0,4733.0,633.0
2017,1,4,6,2021.0,1693.0,0,719.0,5502.0,1069.0
2017,1,4,7,1804.0,1985.0,0,1347.0,5159.0,23.0
2017,1,4,8,2476.0,3369.0,93.0,1343.0,6338.0,-943.0
2017,1,4,9,1343.0,3846.0,841.0,1333.0,8116.0,753.0
2017,1,4,10,2435.0,2434.0,763.0,1407.0,6771.0,-268.0
2017,1,4,11,2436.0,3623.0,657.0,1140.0,8219.0,363.0
2017,1,4,12,1870.0,2311.0,1024.0,727.0,7438.0,1506.0
2017,1,4,13,1836.0,788.0,1376.0,824.0,7160.0,2336.0
2017,1,4,14,1680.0,845.0,667.0,1319.0,7130.0,2619.0
2017,1,4,15,1561.0,3119.0,305.0,1019.0,7187.0,1183.0
2017,1,4,16,1917.0,3240.0,161.0,618.0,7076.0,1140.0
2017,1,4,17,2081.0,2473.0,52.0,676.0,6886.0,1604.0
2017,1,4,18,2580.0,4101.0,0,170.0,7867.0,1016.0
2017,1,4,19,2748.0,4223.0,0,195.0,8493.0,1327.0
2017,1,4,20,2483.0,3173.0,0,939.0,7819.0,1224.0
2017,1,4,21,2276.0,4281.0,0,686.0,7293.0,50.0
2017,1,4,22,2494.0,2522.0,0,731.0,7494.0,1747.0
2017,1,4,23,1713.0,2107.0,0,98.0,6998.0,3080.0
2017,1,4,24,2340.0,1539.0,0,607.0,6190.0,1704.0
2017,1,5,1,1707.0,1036.0,0,561.0,5485.0,2181.0
2017,1,5,2,1861.0,964.0,0,559.0,5469.0,2085.0
2017,1,5,3,2142.0,1949.0,0,688.0,4891.0,112.0
2017,1,5,4,1664.0,1422.0,0,446.0,5130.0,1598.0
2017,1,5,5,1706.0,1131.0,0,576.0,4586.0,1173.0
2017,1,5,6,2271.0,2188.0,0,1487.0,5239.0,-707.0
2017,1,5,7,1442.0,2626.0,25.0,699.0,6489.0,1697.0
2017,1,5,8,1127.0,3641.0,198.0,267.0,6774.0,1541.0
2017,1,5,9,2225.0,3894.0,452.0,604.0,7393.0,218.0
2017,1,5,10,1579.0,3544.0,1208.0,1002.0,8250.0,917.0
2017,1,5,11,1831.0,1530.0,853.0,733.0,7704.0,2757.0
2017,1,5,12,2004.0,3331.0,512.0,694.0,7478.0,937.0
2017,1,5,13,1707.0,2661.0,712.0,1327.0,7423.0,1016.0
2017,1,5,14,2001.0,1270.0,529.0,766.0,6589.0,2023.0
2017,1,5,15,1448.0,2935.0,713.0,1142.0,8513.0,2275.0
2017,1,5,16,1588.0,3369.0,401.0,34.0,6116.0,724.0
2017,1,5,17,1695.0,2574.0,18.0,604.0,8008.0,3117.0
2017,1,5,18,1848.0,4406.0,0,431.0,8437.0,1752.0
2017,1,5,19,2737.0,4348.0,0,908.0,8580.0,587.0
2017,1,5,20,1393.0,3566.0,0,1106.0,7831.0,1766.0
2017,1,5,21,2066.0,3587.0,0,804.0,7771.0,1314.0
2017,1,5,22,1321.0,1642.0,0,570.0,6908.0,3375.0
2017,1,5,23,1580.0,2197.0,0,63.0,6763.0,2923.0
2017,1,5,24,2741.0,1974.0,0,353.0,6171.0,1103.0
2017,1,6,1,2299.0,1260.0,9.0,484.0,5671.0,1619.0
2017,1,6,2,2354.0,1880.0,0,714.0,5472.0,524.0
2017,1,6,3,1545.0,1592.0,0,581.0,5151.0,1433.0
2017,1,6,4,1279.0,1485.0,0,1214.0,5021.0,1043.0
2017,1,6,5,2338.0,1484.0,0,572.0,5232.0,838.0
2017,1,6,6,1847.0,685.0,0,397.0,5592.0,2663.0
2017,1,6,7,1495.0,2771.0,31.0,448.0,5263.0,518.0
2017,1,6,8,2690.0,1409.0,106.0,337.0,5940.0,1398.0
2017,1,6,9,2260.0,2488.0,332.0,479.0,6624.0,1065.0
2017,1,6,10,2422.0,3312.0,606.0,628.0,7305.0,337.0
2017,1,6,11,2623.0,2530.0,247.0,823.0,7233.0,1010.0
2017,1,6,12,2554.0,4064.0,888.0,357.0,7395.0,-468.0
2017,1,6,13,1271.0,1908.0,692.0,780.0,6676.0,2025.0
2017,1,6,14,2677.0,3980.0,1263.0,445.0,7756.0,-609.0
2017,1,6,15,1748.0,4172.0,752.0,1250.0,7080.0,-842.0
2017,1,6,16,2452.0,3724.0,164.0,481.0,6729.0,-92.0
2017,1,6,17,1601.0,2542.0,0,722.0,6967.0,2102.0
2017,1,6,18,2622.0,2866.0,0,548.0,8303.0,2267.0
2017,1,6,19,2740.0,3393.0,0,757.0,7369.0,479.0
2017,1,6,20,2598.0,3388.0,0,1388.0,8058.0,684.0
2017,1,6,21,1501.0,3610.0,0,912.0,7292.0,1269.0
2017,1,6,22,2467.0,2700.0,0,1247.0,6573.0,159.0
2017,1,6,23,2138.0,2806.0,0,432.0,6166.0,790.0
2017,1,6,24,1612.0,1493.0,0,340.0,5606.0,2161.0
2017,1,7,1,2464.0,1917.0,0,158.0,5289.0,750.0
2017,1,7,2,1328.0,1931.0,0,935.0,5068.0,874.0
2017,1,7,3,1619.0,1669.0,0,310.0,4859.0,1261.0
2017,1,7,4,2762.0,1651.0,0,408.0,4911.0,90.0
2017,1,7,5,2577.0,1133.0,0,388.0,5220.0,1122.0
2017,1,7,6,1611.0,1765.0,0,442.0,4912.0,1094.0
2017,1,7,7,2338.0,1924.0,0,173.0,5083.0,648.0
2017,1,7,8,2336.0,2052.0,213.0,126.0,4975.0,248.0
2017,1,7,9,1480.0,2090.0,559.0,168.0,5920.0,1623.0
2017,1,7,10,2312.0,2393.0,583.0,499.0,6348.0,561.0
2017,1,7,11,1902.0,2709.0,614.0,752.0,6937.0,960.0
2017,1,7,12,2307.0,2767.0,935.0,244.0,6847.0,594.0
2017,1,7,13,1577.0,2317.0,1408.0,942.0,6667.0,423.0
2017,1,7,14,1281.0,2040.0,498.0,41.0,6235.0,2375.0
2017,1,7,15,2227.0,3719.0,543.0,899.0,6378.0,-1010.0
2017,1,7,16,1287.0,2863.0,243.0,907.0,6799.0,1499.0
2017,1,7,17,1378.0,2847.0,57.0,456.0,7156.0,2418.0
2017,1,7,18,2127.0,3273.0,0,786.0,6998.0,812.0
2017,1,7,19,1635.0,2645.0,0,147.0,7399.0,2972.0
2017,1,7,20,2281.0,1845.0,0,659.0,6919.0,2134.0
2017,1,7,21,2249.0,3277.0,0,550.0,6665.0,589.0
2017,1,7,22,1562.0,2201.0,0,659.0,7022.0,2600.0
2017,1,7,23,2236.0,2856.0,0,442.0,6131.0,597.0
2017,1,7,24,1969.0,1534.0,0,790.0,5431.0,1138.0
2017,1,1,1,2023.0,1840.0,0,705.0,5067.0,499.0
2017,1,1,2,1344.0,2261.0,0,637.0,4897.0,655.0
2017,1,1,3,1987.0,1868.0,0,607.0,5638.0,1176.0
2017,1,1,4,1783.0,1551.0,0,144.0,4659.0,1181.0
2017,1,1,5,2088.0,1526.0,0,298.0,4631.0,719.0
2017,1,1,6,2112.0,1559.0,0,40.0,5583.0,1872.0
2017,1,1,7,1367.0,2697.0,0,935.0,6773.0,1774.0
2017,1,1,8,2316.0,3564.0,53.0,303.0,6445.0,209.0
2017,1,1,9,2527.0,4003.0,362.0,716.0,7415.0,-193.0
2017,1,1,10,2212.0,3530.0,1309.0,156.0,8468.0,1261.0
2017,1,1,11,2248.0,3361.0,682.0,294.0,7636.0,1051.0
2017,1,1,12,1459.0,3770.0,828.0,687.0,5945.0,-799.0
2017,1,1,13,1721.0,1722.0,848.0,1215.0,7704.0,2198.0
2017,1,1,14,1930.0,2588.0,364.0,293.0,7118.0,1943.0
2017,1,1,15,2256.0,2989.0,538.0,287.0,8064.0,1994.0
2017,1,1,16,2474.0,1083.0,263.0,270.0,6987.0,2897.0
2017,1,1,17,2721.0,4267.0,16.0,254.0,7823.0,565.0
2017,1,1,18,1409.0,4363.0,0,499.0,6103.0,-168.0
2017,1,1,19,2546.0,4397.0,0,1411.0,8286.0,-68.0
2017,1,1,20,2554.0,3605.0,0,122.0,8106.0,1825.0
2017,1,1,21,1390.0,4304.0,0,382.0,7713.0,1637.0
2017,1,1,22,2449.0,3245.0,0,148.0,7844.0,2002.0
2017,1,1,23,1335.0,2832.0,0,1512.0,6285.0,606.0
2017,1,1,24,2310.0,1649.0,0,819.0,5984.0,1206.0
2017,1,2,1,1259.0,884.0,7.0,210.0,6006.0,3646.0
2017,1,2,2,1323.0,1639.0,0,737.0,4983.0,1284.0
2017,1,2,3,1203.0,2048.0,0,140.0,4897.0,1506.0
2017,1,2,4,1546.0,927.0,0,488.0,4691.0,1730.0
2017,1,2,5,2259.0,1184.0,0,984.0,4984.0,557.0
2017,1,2,6,2300.0,1752.0,0,395.0,5479.0,1032.0
2017,1,2,7,2138.0,2942.0,0,533.0,6682.0,1069.0
2017,1,2,8,1416.0,858.0,49.0,863.0,7448.0,4262.0
2017,1,2,9,1423.0,3951.0,545.0,1468.0,7312.0,-75.0
2017,1,2,10,1967.0,2800.0,981.0,598.0,7349.0,1003.0
2017,1,2,11,2359.0,3321.0,483.0,262.0,8518.0,2093.0
2017,1,2,12,1502.0,3407.0,331.0,175.0,8360.0,2945.0
2017,1,2,13,1988.0,2349.0,1329.0,994.0,7425.0,765.0
2017,1,2,14,2737.0,2362.0,1180.0,289.0,8496.0,1928.0
2017,1,2,15,2354.0,3930.0,701.0,841.0,8672.0,846.0
2017,1,2,16,2306.0,2697.0,250.0,1497.0,8090.0,1340.0
2017,1,2,17,1423.0,2875.0,15.0,1492.0,8183.0,2378.0
2017,1,2,18,2054.0,3702.0,0,379.0,7662.0,1527.0
2017,1,2,19,2005.0,3201.0,0,382.0,8852.0,3264.0
2017,1,2,20,2508.0,3722.0,0,917.0,8458.0,1311.0
2017,1,2,21,2067.0,4160.0,0,110.0,7386.0,1049.0
2017,1,2,22,1885.0,4034.0,0,419.0,6490.0,152.0
2017,1,2,23,2276.0,3139.0,0,1502.0,6580.0,-337.0
2017,1,2,24,2199.0,982.0,0,168.0,6707.0,3358.0
2017,1,3,1,1362.0,750.0,0,168.0,5082.0,2802.0
2017,1,3,2,1723.0,989.0,0,631.0,4770.0,1427.0
2017,1,3,3,2200.0,2156.0,0,339.0,4634.0,-61.0
2017,1,3,4,1487.0,765.0,0,1016.0,4677.0,1409.0
2017,1,3,5,2384.0,1279.0,0,1162.0,4657.0,-168.0
2017,1,3,6,1357.0,1361.0,0,602.0,5928.0,2608.0
2017,1,3,7,2327.0,3151.0,19.0,281.0,6087.0,309.0
2017,1,3,8,1579.0,1982.0,285.0,722.0,7316.0,2748.0
2017,1,3,9,2248.0,2642.0,137.0,1371.0,8738.0,2340.0
2017,1,3,10,1578.0,2369.0,899.0,352.0,7186.0,1988.0
2017,1,3,11,2820.0,1455.0,746.0,783.0,7157.0,1353.0
2017,1,3,12,2809.0,2769.0,970.0,224.0,7854.0,1082.0
2017,1,3,13,2088.0,3153.0,273.0,83.0,7837.0,2240.0
2017,1,3,14,1110.0,3726.0,476.0,447.0,7245.0,1486.0
2017,1,3,15,2778.0,3334.0,161.0,1438.0,5723.0,-1988.0
2017,1,3,16,1505.0,3223.0,132.0,759.0,7697.0,2078.0
2017,1,3,17,1885.0,2446.0,37.0,138.0,6853.0,2347.0
2017,1,3,18,2386.0,1832.0,0,1513.0,8008.0,2277.0
2017,1,3,19,2292.0,1585.0,0,806.0,7777.0,3094.0
2017,1,3,20,2672.0,3482.0,0,273.0,7369.0,942.0
2017,1,3,21,2061.0,2442.0,0,269.0,6234.0,1462.0
2017,1,3,22,2404.0,3212.0,0,1283.0,7081.0,182.0
2017,1,3,23,1639.0,4085.0,0,1246.0,6233.0,-737.0
2017,1,3,24,1908.0,1744.0,0,615.0,6032.0,1765.0
2017,1,4,1,1635.0,1427.0,0,1349.0,5336.0,925.0
2017,1,4,2,1450.0,1057.0,0,693.0,4936.0,1736.0
2017,1,4,3,1959.0,1157.0,0,1164.0,4545.0,265.0
2017,1,4,4,1323.0,1702.0,0,395.0,5061.0,1641.0
2017,1,4,5,2346.0,1267.0,0,1053.0,4918.0,252.0
2017,1,4,6,1520.0,1237.0,0,1132.0,5854.0,1965.0
2017,1,4,7,2011.0,948.0,0,632.0,6689.0,3098.0
2017,1,4,8,2534.0,2828.0,86.0,642.0,7312.0,1222.0
2017,1,4,9,1991.0,1193.0,81.0,1333.0,7151.0,2553.0
2017,1,4,10,2770.0,3597.0,185.0,1362.0,8237.0,323.0
2017,1,4,11,2025.0,3625.0,1306.0,352.0,7859.0,551.0
2017,1,4,12,1370.0,3731.0,1015.0,890.0,7149.0,143.0
2017,1,4,13,1377.0,3050.0,1614.0,825.0,7160.0,294.0
2017,1,4,14,1680.0,2004.0,1206.0,962.0,7079.0,1227.0
2017,1,4,15,2200.0,2419.0,376.0,1314.0,7159.0,850.0
2017,1,4,16,2154.0,3946.0,442.0,623.0,7888.0,723.0
2017,1,4,17,1939.0,2726.0,30.0,661.0,8220.0,2864.0
2017,1,4,18,2058.0,4066.0,0,579.0,8090.0,1387.0
2017,1,4,19,1277.0,3234.0,0,194.0,7625.0,2920.0
2017,1,4,20,1919.0,3715.0,0,967.0,7711.0,1110.0
2017,1,4,21,2013.0,4281.0,0,1127.0,7536.0,115.0
2017,1,4,22,1996.0,2197.0,0,104.0,6373.0,2076.0
2017,1,4,23,1332.0,3224.0,0,1073.0,6323.0,694.0
2017,1,4,24,1667.0,1675.0,0,830.0,5475.0,1303.0
2017,1,5,1,1498.0,962.0,0,1513.0,5484.0,1511.0
2017,1,5,2,1861.0,2075.0,0,689.0,4946.0,321.0
2017,1,5,3,2416.0,1878.0,0,1054.0,5016.0,-332.0
2017,1,5,4,1907.0,838.0,0,338.0,5145.0,2062.0
2017,1,5,5,1500.0,1132.0,0,725.0,5031.0,1674.0
2017,1,5,6,2267.0,1114.0,0,555.0,5319.0,1383.0
2017,1,5,7,2691.0,3356.0,0,550.0,6386.0,-211.0
2017,1,5,8,2352.0,2772.0,88.0,1313.0,6933.0,408.0
2017,1,5,9,1981.0,2648.0,715.0,137.0,7305.0,1824.0
2017,1,5,10,2510.0,2792.0,117.0,561.0,7510.0,1530.0
2017,1,5,11,2584.0,3724.0,1339.0,755.0,7096.0,-1306.0
2017,1,5,12,2568.0,4047.0,1427.0,319.0,6651.0,-1710.0
2017,1,5,13,2636.0,1998.0,713.0,268.0,7351.0,1736.0
2017,1,5,14,1346.0,1031.0,1105.0,48.0,6684.0,3154.0
2017,1,5,15,1563.0,2365.0,810.0,598.0,7421.0,2085.0
2017,1,5,16,2257.0,3160.0,165.0,1327.0,7164.0,255.0
2017,1,5,17,2558.0,3320.0,71.0,758.0,7369.0,662.0
2017,1,5,18,1216.0,3127.0,0,695.0,8071.0,3033.0
2017,1,5,19,2388.0,4347.0,0,832.0,8150.0,583.0
2017,1,5,20,1940.0,2025.0,0,596.0,8267.0,3706.0
2017,1,5,21,2616.0,1966.0,0,804.0,8212.0,2826.0
2017,1,5,22,1321.0,2722.0,0,101.0,6698.0,2554.0
2017,1,5,23,2260.0,3365.0,0,683.0,6348.0,40.0
2017,1,5,24,2741.0,2727.0,0,1351.0,6170.0,-649.0
2017,1,6,1,2037.0,2147.0,0,512.0,5322.0,626.0
2017,1,6,2,1572.0,659.0,0,684.0,5171.0,2256.0
2017,1,6,3,2168.0,2011.0,0,1243.0,5217.0,-205.0
2017,1,6,4,2120.0,1341.0,0,73.0,5230.0,1696.0
2017,1,6,5,1865.0,2103.0,0,598.0,5369.0,803.0
2017,1,6,6,1567.0,1072.0,0,557.0,5495.0,2299.0
2017,1,6,7,2223.0,1230.0,16.0,318.0,5854.0,2067.0
2017,1,6,8,2562.0,2434.0,106.0,165.0,6308.0,1041.0
2017,1,6,9,1611.0,2291.0,96.0,953.0,7199.0,2248.0
2017,1,6,10,2055.0,2717.0,595.0,142.0,6773.0,1264.0
2017,1,6,11,1595.0,2149.0,1269.0,583.0,7686.0,2090.0
2017,1,6,12,2617.0,1344.0,444.0,1056.0,7369.0,1908.0
2017,1,6,13,1551.0,1231.0,342.0,281.0,6956.0,3551.0
2017,1,6,14,2598.0,3968.0,1143.0,800.0,7116.0,-1393.0
2017,1,6,15,1887.0,4317.0,397.0,333.0,6527.0,-407.0
2017,1,6,16,2799.0,2648.0,386.0,480.0,6927.0,614.0
2017,1,6,17,2035.0,2729.0,12.0,518.0,7378.0,2084.0
2017,1,6,18,2594.0,4374.0,0,118.0,7369.0,283.0
2017,1,6,19,2204.0,3390.0,0,292.0,7898.0,2012.0
2017,1,6,20,1978.0,2414.0,0,617.0,8368.0,3359.0
2017,1,6,21,2195.0,4074.0,0,308.0,7190.0,613.0
2017,1,6,22,1995.0,2271.0,0,1267.0,7435.0,1902.0
2017,1,6,23,2437.0,3226.0,0,513.0,6692.0,516.0
2017,1,6,24,2609.0,2224.0,0,364.0,5607.0,410.0
2017,1,7,1,2329.0,1532.0,0,574.0,5720.0,1285.0
2017,1,7,2,1281.0,2100.0,0,352.0,4915.0,1182.0
2017,1,7,3,1946.0,1239.0,0,148.0,5412.0,2079.0
2017,1,7,4,1517.0,1613.0,0,356.0,4718.0,1232.0
2017,1,7,5,1278.0,1838.0,0,784.0,5049.0,1149.0
2017,1,7,6,2366.0,1738.0,0,183.0,4848.0,561.0
2017,1,7,7,1280.0,2362.0,0,398.0,4859.0,819.0
2017,1,7,8,2325.0,1230.0,90.0,169.0,5571.0,1757.0
2017,1,7,9,1446.0,2047.0,809.0,310.0,6492.0,1880.0
2017,1,7,10,2259.0,2051.0,376.0,350.0,6264.0,1228.0
2017,1,7,11,1387.0,1473.0,865.0,107.0,6479.0,2647.0
2017,1,7,12,1961.0,1347.0,1153.0,71.0,8038.0,3506.0
2017,1,7,13,1720.0,2315.0,993.0,943.0,6721.0,750.0
2017,1,7,14,1281.0,2496.0,830.0,789.0,6227.0,831.0
2017,1,7,15,1482.0,2896.0,618.0,784.0,6595.0,815.0
2017,1,7,16,2338.0,2466.0,83.0,75.0,7593.0,2631.0
2017,1,7,17,2112.0,3299.0,12.0,794.0,6487.0,270.0
2017,1,7,18,2041.0,3864.0,0,230.0,7328.0,1193.0
2017,1,7,19,2051.0,1996.0,0,104.0,7502.0,3351.0
2017,1,7,20,2706.0,2717.0,0,114.0,7792.0,2255.0
2017,1,7,21,2249.0,2591.0,0,213.0,6696.0,1643.0
2017,1,7,22,2024.0,3287.0,0,343.0,6676.0,1022.0
2017,1,7,23,1383.0,1937.0,0,550.0,6563.0,2693.0
2017,1,7,24,1281.0,1971.0,0,789.0,6172.0,2131.0
2017,1,1,1,1781.0,2215.0,0,530.0,4978.0,452.0
2017,1,1,2,2088.0,2259.0,0,146.0,5202.0,709.0
2017,1,1,3,1987.0,1578.0,0,250.0,5341.0,1526.0
2017,1,1,4,1924.0,951.0,0,675.0,4756.0,1206.0
2017,1,1,5,1956.0,1377.0,0,39.0,4804.0,1432.0
2017,1,1,6,2090.0,1073.0,0,1005.0,5474.0,1306.0
2017,1,1,7,1443.0,1087.0,0,41.0,6626.0,4055.0
2017,1,1,8,1531.0,1044.0,191.0,169.0,4729.0,1794.0
2017,1,1,9,2509.0,3264.0,566.0,981.0,5955.0,-1365.0
2017,1,1,10,1268.0,1708.0,1044.0,879.0,7415.0,2516.0
2017,1,1,11,2098.0,3628.0,1052.0,467.0,7011.0,-234.0
2017,1,1,12,1929.0,3259.0,1344.0,57.0,5945.0,-644.0
2017,1,1,13,2285.0,4054.0,446.0,723.0,7289.0,-219.0
2017,1,1,14,2220.0,2590.0,242.0,286.0,6776.0,1438.0
2017,1,1,15,1353.0,3493.0,537.0,1137.0,7741.0,1221.0
2017,1,1,16,2299.0,2918.0,128.0,478.0,7682.0,1859.0
2017,1,1,17,1646.0,2598.0,12.0,450.0,6842.0,2136.0
2017,1,1,18,2391.0,3082.0,0,653.0,7683.0,1557.0
2017,1,1,19,2649.0,1565.0,0,388.0,7616.0,3014.0
2017,1,1,20,1532.0,2840.0,0,139.0,8261.0,3750.0
2017,1,1,21,2046.0,2718.0,0,573.0,7149.0,1812.0
2017,1,1,22,2024.0,2668.0,0,581.0,6677.0,1404.0
2017,1,1,23,1746.0,2510.0,0,1513.0,6296.0,527.0
2017,1,1,24,2309.0,1671.0,0,223.0,5967.0,1764.0
2017,1,2,1,1773.0,1104.0,8.0,1629.0,6245.0,1731.0
